,FEN_BEFORE_MOVE,MOVE_MADE,TURN,WHITE_ELO,BLACK_ELO,WINNER
3189,8/4k3/2p5/P2p3N/3P3P/2p3K1/5P2/8 w - - 0 59,a5a6,WHITE,1982,702,-1
3190,8/2B5/2b3k1/6p1/4r3/8/5K1R/8 b - - 8 61,c6b5,BLACK,666,240,-1
3191,1n6/6p1/8/4k1N1/pb4P1/1P1p1p1P/P2N1P2/R1BK4 b - - 0 31,a4b3,BLACK,779,1166,1
3192,rnb1k2r/2pqbppp/p2p1n2/1p1Pp1N1/4PP2/2N3Q1/PPP1B1PP/R1B1K2R b KQkq - 0 12,b5b4,BLACK,521,1376,1
3193,8/1k6/8/1n4K1/4N3/3nB3/2r5/6R1 w - - 3 58,g1g3,WHITE,304,473,1
3194,5k2/1q3p2/6p1/8/B2N2p1/2P5/2Kp1P2/8 b - - 1 48,d2d1n,BLACK,2275,827,-1
3195,1n2k1r1/2b1nb2/1p1r3p/2p5/pN2p3/P1B3N1/1P3PBP/R3R1K1 w - - 0 33,g3e4,WHITE,1118,1571,1
3196,1r2qr1k/3bbppP/p2pp3/2pPn1P1/2P1P3/P1Q5/1P1N3B/2K1RBR1 b - - 0 27,e5g6,BLACK,894,2402,1
3197,8/3n3r/1pQNnk2/pPp1p2p/Pb1p2rP/1N1P2R1/R1P2PK1/2Bq4 w - - 3 49,d6e4,WHITE,1560,2139,1
3198,3k3r/rp3p2/2p3pp/q3nN1Q/2Pp4/2nP2PN/5PBP/5RK1 w - - 0 28,h5h4,WHITE,1559,1461,-1
3199,r5kr/p1qn2p1/2p5/1p1pp1Pp/3bPP2/2N5/PP4PK/n1BBQR2 w - - 1 21,e1g3,WHITE,772,1612,1
3200,2kr3r/1pnb1pp1/1q1b2Pp/p1ppPp2/P2P3P/2P2N2/1P3P2/R1BQR1K1 b - - 0 18,d6e7,BLACK,1977,1959,-1
3201,1rb1k2r/p2nbpp1/1q2p2p/np1pP3/2pP1Q1P/P1P2N2/1P2NPP1/R1BB1RK1 b k - 5 15,d7f8,BLACK,1596,1752,1
3202,2bqkbr1/1pp2p1P/4p3/5r2/2P2PP1/p1N1Q2R/R2PB3/5K2 b - - 0 24,f5g5,BLACK,1037,1159,1
3203,Q2N1rk1/3r4/pp4b1/2p2P2/P1PP4/1P3N1B/6R1/4R1K1 b - - 0 51,d7d6,BLACK,533,975,1
3204,r4rk1/b4ppp/2p5/1P1n3q/2b1p2N/P1p3PP/2Q1P1K1/R1B2R2 b - - 0 22,a7b6,BLACK,1584,733,-1
3205,2r5/1p1r1k2/p1p1pp1p/P2p4/3PN1P1/2P1PP1B/5K1P/2R4R w - - 1 27,c3c4,WHITE,307,567,1
3206,r2q1kr1/1b1p2bp/1pnPp2p/p1p1Pp1B/2P2P2/P4N2/1P4PP/2RQR1K1 w - - 0 22,h2h3,WHITE,2055,1434,-1
3207,r3k1nr/pp1q1p2/2pbpnpp/3P1b2/PPB4P/RQ2B3/5PP1/2N2RK1 b kq - 0 25,e6d5,BLACK,1307,1850,1
3208,3r3r/1k3ppp/1p1q1n2/P1p5/2P5/N2BPp2/P1Q3PP/R1B1K2R w KQ - 2 25,a5a6,WHITE,1003,1041,1
3209,r2q1rk1/ppbnnppb/2p1p2p/P2p4/3PP2N/2P3P1/1P1N1PBP/R1BQ1RK1 w - - 3 14,b2b4,WHITE,894,1782,1
3210,8/6k1/5p1p/p3p3/1r5P/2Q1PP1B/1r1N2K1/5R2 b - - 7 41,g7g8,BLACK,335,1380,1
3211,r3k3/2ppb2q/pp2p3/4Pp2/1PP2Bp1/4Qb1r/NP2NP2/3RK1R1 w q - 7 25,f4g3,WHITE,1716,1879,1
3212,r5k1/q5p1/1p1rpp1p/pP1n4/1nNP3P/5NPB/1P3P2/2RQ2K1 b - - 3 30,a7e7,BLACK,1207,1036,-1
3213,1n1qr1k1/1b2Bpbp/pP2p1p1/3P4/2N5/5r1P/P4PP1/3Q1RK1 b - - 2 24,e8e7,BLACK,532,433,-1
3214,8/6k1/3Np3/4P3/3BP3/8/1K3R2/6q1 b - - 16 95,g1d1,BLACK,1655,598,-1
3215,r1b2r1k/p2n3p/4p2N/PB1p1pp1/1P6/2q1PP2/6PP/R2QK2R w KQ - 0 23,e1f1,WHITE,1038,707,-1
3216,4r3/1bknr3/p7/3pPB2/1P1P3P/1PP1N1P1/2Q1RR2/6K1 w - - 5 44,c3c4,WHITE,722,1432,1
3217,3r3r/4nkb1/1qn2p2/2p1p3/p1PpP1pP/1b4P1/1P1BN1B1/R1Q1NRK1 w - - 6 30,a1a3,WHITE,201,1359,1
3218,r2n1rk1/bpp2bpp/3p1p2/p2Bp3/3PP1P1/1QP2N1P/PP3P2/R1B2RK1 w - - 3 22,c1e3,WHITE,2051,2262,1
3219,r3kb1r/pb1n1pp1/1p2p3/2PpP2p/2Pn1B2/5PN1/P2Q2PP/2R1KB1R b Kkq - 0 18,b6c5,BLACK,532,1867,1
3220,r1r3k1/Qn1q2b1/1B3npp/3Ppp2/P1P4P/6PB/3N1P2/1R2R1K1 b - - 2 42,a8a7,BLACK,1956,1605,-1
3221,2kr3r/pp1bb1pp/4p3/2p1Pp1P/P1QP2P1/qPP5/3NBP2/2RK4 w - - 1 22,d4d5,WHITE,242,1425,1
3222,2q1r3/pp1r1k2/4N1nb/2PP1p2/1P4bp/P2Q1N2/5PPP/B2RR2K b - - 4 30,f7g8,BLACK,2237,2333,1
3223,2r2kr1/1R3p2/p1P2P1p/N3n2B/6P1/p2p3P/K7/8 w - - 0 39,a2a3,WHITE,945,498,-1
3224,4r1k1/1p2Pp2/p2b2p1/3pn2p/3Qb2P/2P1P3/P5P1/R3KB1R b KQ - 0 25,f7f6,BLACK,1779,1897,1
3225,5rk1/2p5/1r6/1q2pb1p/2N1p1nP/Q3P1P1/P4PB1/3R1RK1 w - - 3 29,c4b6,WHITE,909,1068,1
3226,r3k1nr/p3bpp1/P1p5/1pPP4/3P2bn/7p/1P5P/RNB2RKB b kq - 0 22,e7f6,BLACK,209,1483,1
3227,3rr1k1/2b2pp1/1p3n1p/4p3/b1PpP3/B1q2N1P/3NQPP1/R3R1K1 w - - 2 24,e1c1,WHITE,988,244,-1
3228,8/3R3p/3P2p1/2rk1pP1/8/8/n6K/8 w - - 1 60,d7e7,WHITE,970,1440,1
3229,r7/1p6/1k1qb3/p1p3n1/B2n4/1PNp1p2/PR6/7K w - - 2 45,b2b1,WHITE,2005,875,-1
3230,1r6/1P6/3k1p1p/1n5P/2bP2P1/8/3K4/8 b - - 4 52,b5d4,BLACK,264,212,-1
3231,8/4p1k1/pNp1P2p/P5p1/1r6/b7/3NK3/8 w - - 14 63,d2c4,WHITE,1782,1052,-1
3232,8/4k3/4p3/q3P3/B3P3/6K1/8/8 b - - 0 80,a5c7,BLACK,1232,204,-1
3233,3k1r1r/7p/pp1bP3/2p3p1/P1P3B1/1P4P1/8/2BR2K1 b - - 0 31,h7h5,BLACK,1205,369,-1
3234,7k/6p1/7p/8/Q1N1n3/3q3P/PP4P1/7K b - - 2 39,h8h7,BLACK,380,389,1
3235,1b6/3k4/8/8/8/7p/4K2p/7R w - - 4 84,e2f1,WHITE,1750,2157,1
3236,r7/3qkp2/p1p1b1r1/1p2p2R/PPn1P1n1/3B1PP1/2P1Q1K1/1RBN4 b - - 0 27,a8g8,BLACK,404,1078,1
3237,r1b1r1k1/pp3ppp/1qnp1n2/P7/1BP1p3/2P1P1P1/3Q1PBP/R3K1NR b KQ - 0 16,b6d8,BLACK,926,490,-1
3238,6k1/1pn1br2/1p1p2p1/2pP1b1N/1P5p/q4B1P/5PP1/1R1R2K1 w - - 1 39,b4c5,WHITE,2393,1662,-1
3239,1n2r3/p2r1q1k/1ppP2np/5p2/1P6/P3B1P1/5QBP/3RR1K1 b - - 7 33,e8d8,BLACK,769,1751,1
3240,2kr1b2/2p2p2/2p1qn2/4p3/pP1pP1pP/P2P3p/2PNQP1P/R1B2RK1 b - - 0 26,c8b7,BLACK,989,1445,1
3241,1q3r1k/1p1b4/r3pb1p/1p1P2p1/2p1PP2/P1P3QP/1P2R1P1/4R1K1 b - - 0 29,g5f4,BLACK,1245,844,-1
3242,6k1/p3n3/Pp1p1r1n/1Pp1q3/2P1P1p1/2N1NrPp/1BBRRP1K/8 w - - 13 50,c3d1,WHITE,1665,1621,-1
3243,r1b1kbQ1/7p/8/pp2Pp2/3p1q2/5N1B/P3PN1P/R4K2 w q - 1 28,g8d5,WHITE,239,1042,1
3244,6k1/3r3p/2p1q1pP/p1P1bb2/4p3/2Pp4/P2Q1PK1/2R5 w - - 4 41,a2a4,WHITE,1797,490,-1
3245,r5qk/pp2b2p/2b1p2p/2ppp1r1/2P4N/PP1PPB1P/3NQK2/6RR w - - 0 24,f2f1,WHITE,1529,743,-1
3246,4rrk1/pp2b2p/3p4/P1p3p1/2P1Ppnq/R6P/1P1NN1P1/2BQ1R1K w - - 1 22,h1g1,WHITE,800,2324,1
3247,2rq1rk1/p2bbppp/Q3p3/n7/1PpP4/2N1BN2/1PR1BPPP/4K2R b K - 0 16,e7b4,BLACK,473,314,-1
3248,1r3b1r/1pP2kp1/pN3n1p/1qp5/4pB1P/2N1P1P1/PPQ2P2/R4K2 w - - 1 22,c3b5,WHITE,857,1147,1
3249,2qr1rk1/1p3pp1/1n4b1/pP2B1Pp/P1p3PP/1B1pQ3/2PN4/2KRR3 w - - 1 26,c2c3,WHITE,898,1865,1
3250,3r1nk1/1p6/p7/3p1b2/BPP3p1/N1b4p/P4BPP/3Q3K w - - 0 36,f2h4,WHITE,365,506,1
3251,1r1r2k1/p2qnnbp/1p4p1/2p2p2/2P2p2/P2PPB1P/2QBN1PN/3RR1K1 b - - 1 25,f4e3,BLACK,682,1028,1
3252,5Nk1/5pb1/6p1/p6p/5p1P/p2Bn3/6r1/4R1K1 w - - 1 42,g1h1,WHITE,2332,1370,-1
3253,r3r1k1/p2b1pb1/p4n1p/q1P3p1/1B1p4/P4n2/1P2PPB1/2RK3R w - - 0 28,g2f3,WHITE,756,354,-1
3254,r1b1k2r/ppq4p/4pNnP/3pb1p1/2p3P1/2P3B1/PP3P2/R2QKB1R b KQkq - 3 20,e8d8,BLACK,831,1066,1
3255,3k2r1/p1p2pb1/2n1q2p/3pP3/Q5b1/2P1BN2/Pr1NPPB1/R3K2R w KQ - 2 19,d2b3,WHITE,1200,1314,1
3256,r1b2rk1/1p1p1ppp/pP1q1n2/2p1pP2/2P1P3/PQ4PP/n2BN1B1/1N2K2R b K - 0 20,d6c6,BLACK,2226,2368,1
3257,3r4/r3k3/p1R2p1p/3B2p1/P7/5N1P/1PK2bP1/3R4 b - - 2 34,a7d7,BLACK,1349,1379,1
3258,rnb1qr2/6pk/2p2p2/ppbPp3/8/1BNP3P/PPP1QPPn/R1B1K1R1 b Q - 2 14,f6f5,BLACK,1348,2400,1
3259,2rqk2r/3n1p2/4p2p/p1pbP1b1/Np1P4/1P1B1pPQ/PB3N1n/R3K1R1 w Qk - 0 28,a1d1,WHITE,1749,1875,1
3260,rb1q1k2/4nppr/ppb1p3/1np3P1/P3NP1p/1Q1P3P/1PP1NBB1/4RRK1 b - - 0 23,c6d5,BLACK,784,1818,1
3261,2rq3k/p5rp/3pp1P1/1P1bPp2/P1Npn1P1/3BPN2/1P3P2/R2QK2R w KQ - 2 23,d3e4,WHITE,2330,927,-1
3262,r1b1qrk1/ppNnb1pp/2p5/3pPp2/3P4/2PBBN2/PPQ2PPP/R3K2R b KQ - 1 14,e8h5,BLACK,2447,1328,-1
3263,1k1rb2r/1P5p/pRn1pp2/2q3p1/P1Nn4/2bB1NPP/5P2/3Q1RK1 b - - 0 30,a6a5,BLACK,548,415,-1
3264,2br1rk1/4b1pn/2pqN2p/pp3p2/1P1N3P/P1PPR1P1/5PB1/1RQ3K1 b - - 0 26,f5f4,BLACK,1029,1537,1
3265,r4rk1/pb2qpp1/1p1bpn1p/2n5/P7/1QP1PN2/1B1N1PPP/R2R1BK1 w - - 10 18,b3a2,WHITE,1249,519,-1
3266,2r2rk1/1b1n1pp1/1p2pn1p/pNq5/Pb2N3/1Pp1PPP1/2Q1K1BP/B2R3R b - - 1 20,c5h5,BLACK,1049,1045,-1
3267,r1bq1r2/1p1nk2P/3p2Q1/pB1p4/7P/2P5/PP1P2P1/R1B1K1NR w - - 2 16,g1f3,WHITE,763,1182,1
3268,r1b2rk1/bpqn1ppp/4pn2/pP6/N1B5/P3PN2/2Q2PPP/R1B1K2R w KQ - 1 15,c4d3,WHITE,1610,2229,1
3269,2br2k1/pp3pp1/2n1p2p/q3P1bN/P2rp1Q1/1P2B2P/2K2PP1/2R2B1R w - - 2 21,e3g5,WHITE,1883,1768,-1
3270,3r2k1/2Q2p1p/1N2bbp1/p2p4/4qP2/B3P2P/2R3PK/5R2 b - - 2 40,e6f5,BLACK,1690,1695,1
3271,r3r1k1/1p2p3/2p3bb/p1Pp2pp/3P1q2/1PQ2PN1/P5B1/2B1RNK1 b - - 1 38,f4f6,BLACK,2068,2015,-1
3272,2b2r1k/r3qn1p/p1N1p1pP/1p1p1p2/2pP1P2/P1P1P1Q1/1PB4R/5R1K b - - 8 42,e7c7,BLACK,1655,2155,1
3273,1r1q1rk1/3bpp1p/p5p1/2p3Pn/1pP5/1P2P2P/PQ2NPB1/R4RK1 w - - 0 19,b2d2,WHITE,1911,2433,1
3274,2k1rN1r/ppp2ppp/8/q4P1b/3Pn1P1/2N1B2P/nP2BQ2/2R1K2R w - - 2 27,f2f1,WHITE,880,1829,1
3275,6k1/1q1b2p1/p2Bp3/2pp3p/1pPnp3/PP1P4/4B1PP/2QRNK2 w - - 3 29,d6c5,WHITE,1533,1592,1
3276,5k2/8/2r1np1r/1p2bR2/4pN2/6B1/P6n/1K3N2 w - - 2 47,g3h2,WHITE,2378,691,-1
3277,3r1k2/1qr2b2/1p3p1p/1pb1P3/p4PB1/P5PK/3NQ2P/R1R5 b - - 0 29,b7d5,BLACK,1363,887,-1
3278,r3kb1r/pbq1p2p/1pN2pp1/2pn4/Q7/2N1PB1P/PP1P1PP1/R1B1K2R b KQkq - 0 11,d5e3,BLACK,761,806,1
3279,r3k1r1/pq3pPp/1bn1p3/3p4/1p1P4/P2bB2P/2PKBP2/3Q4 w q - 0 24,e2d3,WHITE,1578,391,-1
3280,2r4k/4bQ2/p1PpP3/1p1P3r/1q4b1/4B1np/5N1K/4R3 w - - 0 43,h2g3,WHITE,2190,328,-1
3281,2k5/2b1r1r1/p4pp1/Ppp1p2p/4P2P/1RP2NN1/3BBPK1/1R6 w - - 8 45,b3a3,WHITE,785,1518,1
3282,rqb2Bk1/5p1p/p5p1/1p3nQ1/3P2n1/P1p5/1PP2PPP/2KR1B1R b - - 2 23,f5g7,BLACK,891,1309,1
3283,1k1r2r1/2p1bp1p/ppP4q/nP1Npp2/P2p3P/4P2R/3KN3/1RB4Q b - - 3 34,e7c5,BLACK,2311,2229,-1
3284,2krb2r/1pq3pp/p1nn4/4p3/1N3p2/P1P2N1P/1Q2BPP1/R2R2K1 b - - 5 25,h8f8,BLACK,572,1784,1
3285,4r1k1/2q2p2/1pb4p/p3n1p1/P2N2B1/1PP3R1/1Q4PP/2R4K w - - 0 36,g4d1,WHITE,482,1108,1
3286,r3k1nr/1p1nbpp1/2p1p1b1/3pP2p/p2P2P1/2P2P1N/Pq1BQ1BP/R1N2RK1 b kq - 1 14,h5g4,BLACK,969,2416,1
3287,r4r1k/1bq1b1p1/p1n1pN1p/1p2P3/2p2B1P/2P1Q3/PP1RBPP1/4K2R w K - 6 20,d2d7,WHITE,1066,1110,1
3288,8/8/8/2k5/p7/P3N1K1/7P/8 w - - 4 61,e3d1,WHITE,399,1506,1
3289,r1b2rk1/pp1n1p2/2q2npp/2bp2P1/1P2p3/2P1PNB1/P1BN1P1P/R2QK1R1 b Q - 0 15,c5e3,BLACK,1010,1525,1
3290,3r3k/pR6/5b2/2pB2p1/2P5/1NP1B2q/P1K2P2/7R b - - 3 36,h3h1,BLACK,446,1688,1
3291,3r4/5kpp/P3p1b1/1r2Pp2/1bpP3P/8/1PN3PK/R1B2R2 b - d3 0 33,b4a5,BLACK,750,1004,1
3292,4b3/4Pp1k/5P2/2p1BP2/8/5K2/7p/8 w - - 0 55,e5h2,WHITE,2431,1504,-1
3293,1rbq1rk1/pp2bppp/2n1p3/2NpP3/3N2P1/3P3P/PPP2PB1/R1BQ1RK1 b - - 0 13,c6d4,BLACK,2056,1610,-1
3294,5rk1/2p3p1/b1pb2P1/3p1q1n/P2Pp2p/1P2Br2/NKP1NP1P/4R1QR b - - 14 33,f8e8,BLACK,301,463,1
3295,r4qk1/5r1p/3Pb1p1/4Bp2/ppp4P/N1Q3PB/P3PP2/3R2KR w - - 0 32,c3b4,WHITE,482,791,1
3296,3r1rk1/p3R1bp/n1p5/4p3/2P1p2P/6P1/P2BbPB1/R5K1 b - - 1 26,d8d2,BLACK,949,429,-1
3297,rn1qk1nr/ppp5/4pp2/3p2p1/1b1Pb1p1/2N2N1P/PPP1PPBB/R2QK2R w KQkq - 0 13,h3g4,WHITE,2022,2120,1
3298,r4nk1/1q3pp1/4p2p/1B2P3/PbQPb2P/5N2/2R2PP1/2R3K1 b - - 7 34,f8g6,BLACK,1254,1364,1
3299,rn1qr1k1/pn2bppp/B1b1p3/2pp4/3P1B2/PP3NP1/3N1P1P/2RQ1RK1 w - - 8 18,a6b7,WHITE,491,1792,1
3300,N5k1/3R4/p4p1b/1pP1p3/4Pn1N/PR6/1P2n2K/6r1 b - - 0 35,h6g5,BLACK,403,1264,1
3301,8/8/5k2/3P4/3R1ppP/8/3NqPK1/8 b - - 10 74,f6g6,BLACK,773,2409,1
3302,8/4r1k1/5p2/1B6/Pp6/2P4p/3R1P1K/8 w - - 0 48,d2d3,WHITE,1107,1112,1
3303,6k1/8/4p2p/p1PpPp2/b4B2/2P2B2/5PK1/8 b - - 1 54,a4b5,BLACK,1707,1990,1
3304,r2qk1bB/p1p5/1p5P/1Pb2p2/n1Np2p1/P2PpNP1/2P1PP2/R1Q1R1K1 w q - 0 27,f3e5,WHITE,1857,1901,1
3305,r4rk1/p6p/1p1p3P/3P1b2/2R2Bp1/2bN2Q1/PPP3K1/4R3 w - - 0 30,b2c3,WHITE,2373,2409,1
3306,1r1q2k1/4rpp1/3b4/p1p1p1n1/1pP1P2p/1b1PR2P/1B1R1PP1/2Q3K1 w - - 0 34,g2g4,WHITE,2213,547,-1
3307,r1bqk2r/1p2b1p1/p6p/2ppP3/3N1p1P/PP1P3R/1B1Q1PP1/R3KB2 w Qkq - 0 16,d4f3,WHITE,1028,1276,1
3308,3r2k1/5p1n/4p3/p5q1/4P1Pp/1N4bP/1n4K1/Q4R1B b - - 0 47,b2d3,BLACK,1579,354,-1
3309,r2q1rk1/b1p2pp1/p4nb1/1p4p1/N2np3/1P2N2P/P2PPPB1/R1BQ1RK1 w - - 0 19,a4c3,WHITE,273,2486,1
3310,2r5/4p1kp/1Rn1qpp1/BN1p4/PP1Pn1P1/4Q2P/4P1B1/4NRK1 w - - 1 29,e1f3,WHITE,268,899,1
3311,7r/4k1q1/ppn1b1p1/2p2p1p/2P1p2P/1N2P3/PPQ1BPP1/5K1R w - - 2 24,f1e1,WHITE,327,1058,1
3312,1r3rk1/p3ppbp/2p3p1/3pP3/qP1Pn3/P3BN2/2n1KPPP/1R3B1R w - - 0 20,e3d2,WHITE,1035,395,-1
3313,8/4r2p/5k1b/p1p2p1P/2Pp4/PP3pP1/3p1P2/R4K2 w - - 2 35,a3a4,WHITE,1558,1301,-1
3314,r2q1rk1/1b3pp1/p1nb1n1p/1p1P4/3P4/PQNBP3/1P3PPP/R1B1K2R b KQ - 1 13,c6a5,BLACK,858,1395,1
3315,r1bq2kr/p7/n1p2p2/1p1p1npp/3Bp3/PNP1P1PP/1P1QBPK1/R6R b - - 1 27,d8d6,BLACK,2155,1757,-1
3316,2k2b1r/5ppB/1p2p2p/p1npP2P/b2N3P/P5R1/3N1PK1/1QR5 w - - 0 34,f2f3,WHITE,2135,2328,1
3317,r1bq1rk1/1p3pp1/p1nPpn1p/3p4/P2P1B2/2RB1N2/1P3PPP/3QR1K1 b - - 4 17,c8d7,BLACK,1910,643,-1
3318,7r/pQ1Nnkpp/2n1b3/3q4/1B2p3/4P3/PP3PPP/R3K2R b KQ - 2 19,e6d7,BLACK,1495,2176,1
3319,r3r1k1/3q1ppp/p2bb1n1/1p1p2P1/2pQ3P/5N2/PP1BNPK1/R2B3R b - - 0 25,e6g4,BLACK,2041,2406,1
3320,3rk2r/1pq2pp1/p1nbp3/3p3p/P1p5/2P1B1P1/1PN1BP1P/3RQRK1 w k - 0 23,e1d2,WHITE,1556,1655,1
3321,r3kb1r/3q1p2/4p3/3P2p1/1p1PP3/1Q4BP/1P6/2RK3R b k - 3 33,h8h6,BLACK,341,1517,1
3322,r1b1q1k1/5rbp/2pR4/Pp2p1N1/P1P1P3/BPN5/5PpP/3QR1K1 w - - 2 30,d6d8,WHITE,1789,1804,1
3323,7k/6p1/1B5p/8/2PR2P1/2q5/8/7K w - - 4 68,h1h2,WHITE,1476,880,-1
3324,brq1k2r/5pp1/np2pb1p/p7/2P4P/PQB1PNP1/3R2BK/2R5 w k - 6 26,c3f6,WHITE,350,435,1
3325,2r1r1k1/pbqn2bp/1p1n2p1/3pP3/8/PP1BQN2/1BP2PP1/1K2RN1R b - - 0 20,d6f5,BLACK,875,1109,1
3326,3rk3/pp6/5Qp1/4pb2/2p1N3/P1NnB3/1P4q1/5RK1 w - - 0 34,g1g2,WHITE,1261,1641,1
3327,3r1k1B/3n1p1p/1p1qp3/p1pp3b/3P3N/2P2PPP/PP1N2K1/2RQ1BR1 w - - 6 21,b2b3,WHITE,355,1556,1
3328,r1b1kb2/2q3p1/ppp1p1n1/2p1PpN1/6pr/1PPPR3/P2N1P2/R1BQ2K1 w q - 0 18,d2c4,WHITE,1601,1242,-1
3329,4r1nk/pr4bp/2nqb3/P1pNp3/4P1pB/P2P2P1/2N2QB1/5RK1 b - - 0 39,b7d7,BLACK,1054,489,-1
3330,3k4/ppq1b1rp/2p3n1/4PQ2/2p1N1B1/3r4/PP5P/3R1R1K w - - 7 31,e4g5,WHITE,1123,1416,1
3331,r3r3/8/4p1kp/5pP1/ppnP1P2/2PR4/P4Kb1/4R3 w - - 0 37,a2a3,WHITE,2445,735,-1
3332,1krr4/pp2bp2/q3pn2/1PP3p1/Pn5p/2B1P1P1/N1Q1NP1P/2R2RK1 w - - 1 26,a2b4,WHITE,934,1626,1
3333,r1bkrb2/3n3p/1p3Np1/1pp1q1P1/7P/P3B2R/1PP5/R2QKB2 b Q - 2 23,f8d6,BLACK,1345,1155,-1
3334,1rb1k1r1/3pn1P1/p1n1pq2/1p3p2/8/P3Q2R/1p1N1PP1/1R2KB2 w - - 2 27,e3h6,WHITE,1767,768,-1
3335,r5k1/2pr1pp1/pp1pq2p/4p3/1PP1N1PR/1B1PQNP1/1P4P1/2KR4 w - - 2 24,g4g5,WHITE,711,1050,1
3336,r1bqk2r/1p1n1pp1/p2bp3/2p1P1p1/2B5/2P2N2/PPQ2PPP/R3K2R w KQkq - 0 15,a1d1,WHITE,836,1370,1
3337,8/2p1p3/6k1/7p/p2PP1pP/P1P3P1/5q2/7K b - - 0 45,f2e1,BLACK,2284,1235,-1
3338,8/8/1pk1p3/p1bb4/8/P2KR1B1/5PqP/3R4 w - - 0 37,h2h4,WHITE,1456,1424,-1
3339,2r3k1/r4ppp/2q1p3/p1N5/3P2Q1/2P3B1/PP3PPK/R4R2 w - - 3 28,g3d6,WHITE,2022,2100,1
3340,3qr1k1/1r2b2p/p2p2pB/PbpPp3/1pRPPpn1/5N2/1P1Q1PPP/R3N1K1 w - - 1 26,d4c5,WHITE,1702,309,-1
3341,8/2rk4/p1n3p1/4P2P/1Pb2P1P/5K2/p7/8 b - - 0 43,c6b4,BLACK,945,868,-1
3342,r2q1k1r/1p3p2/p2pp3/3B1Pbp/1P1P4/P5P1/2P1QP1N/R4RK1 w - - 1 23,d5b7,WHITE,399,638,1
3343,2b1k3/1p1n1p2/3r4/p3p1Q1/P1PqNn2/6P1/4N1BP/2R1K2R w K - 2 22,g3f4,WHITE,539,738,1
3344,r5k1/n1pQ4/1p3qp1/3R2bb/4pr1p/N1P4P/P2P1PP1/R1B2BK1 w - - 3 31,f1c4,WHITE,247,2195,1
3345,8/4k3/1q6/5p2/5K2/8/8/4b2r b - - 1 52,e7e6,BLACK,1060,643,-1
3346,3r2k1/4q1p1/bp2p2p/p3Pn2/P4N2/1P3PPK/8/1QR5 b - - 0 40,e7e8,BLACK,1838,1570,-1
3347,2r1k2r/1bp3b1/pp1pq2p/7P/4P1n1/PP2P1B1/2P3P1/R2Q1K1R w k - 1 22,g3f4,WHITE,1469,1131,-1
3348,3q3k/p1n3r1/1bp2p1p/r2b4/P2p3B/3P1NP1/3NPPB1/Q1R2R1K w - - 3 31,a1a3,WHITE,2308,1803,-1
3349,rq2kb1r/1b1p1p2/ppnPpn1p/2pN4/2P2Np1/PP2P3/5PPP/R1BQKB1R b KQkq - 2 15,e6d5,BLACK,772,2495,1
3350,2kr4/p3bNp1/2pp1n2/q7/2p1PP2/2N1Bb2/PPPQ4/2KR3R b - - 2 20,d8d7,BLACK,371,857,1
3351,3r4/5kp1/7p/p7/P1pp2PP/1n6/4R1K1/8 w - - 0 48,g2f1,WHITE,1106,663,-1
3352,1r2k1nr/7p/p4pp1/qp1P4/4p1b1/P1R2N2/2PQBPPP/3K3R b k - 2 18,g8e7,BLACK,1532,2036,1
3353,2q1kb1r/4pp2/br1p2pp/1n6/QR1N3P/3PN1P1/P3PPB1/5RK1 b k - 0 26,e7e6,BLACK,661,1196,1
3354,8/6bk/r2Np2p/4p3/2Pn2P1/4BN2/5PP1/4K3 w - - 5 54,d6e4,WHITE,915,1157,1
3355,2b1k1nr/2q4p/p1n3pb/1pPrpp2/1P5P/P1P2NN1/4QPP1/R1B1KB1R b KQk - 3 19,e5e4,BLACK,264,639,1
3356,1r4k1/p4pp1/8/P6p/R1PPp1b1/1q2P2P/1B1Q2P1/4K2R w - - 1 33,h3g4,WHITE,241,1125,1
3357,r4q1k/nppn1p2/1b1pb1rp/1N2pN2/p1PPP1pP/P1B3P1/1P2QPBK/3R1R2 w - - 1 26,b5a7,WHITE,1555,1659,1
3358,r3r1k1/p1qnbppp/2b1p3/3pP2n/P1NP3P/1pP3P1/1P1B1PBN/RQ2R1K1 w - - 3 21,c4d6,WHITE,1233,2063,1
3359,k1r4r/1b1nq3/1p2p2p/pP1pP1pP/PbpP1pP1/3n1N2/2B1NP1R/BQ4RK b - - 15 53,c8f8,BLACK,2210,1964,-1
3360,r4rk1/2q3bp/p2n2p1/2p3B1/2pp4/P4N1b/1PPQ1PP1/RN2R1K1 w - - 0 23,g5e7,WHITE,1177,822,-1
3361,5r2/4qp1k/2ppb2p/4p2p/1p1nP1P1/rP1P2NP/p4PN1/R2Q1KR1 w - - 0 28,g2e3,WHITE,2001,1494,-1
3362,3q4/3N1R2/p1Pb3p/3p1k2/Pp6/5P1P/1PP2PK1/8 b - - 7 37,f5g6,BLACK,665,1825,1
3363,1r1q1rk1/1b3p1p/p3p1p1/1pn1Pn2/1P1B4/P1N2B1P/2Q2PP1/R2R2K1 w - - 3 25,d4c5,WHITE,518,684,1
3364,r4k1r/1p3pp1/1q2bn1p/p1b5/3Q4/P2P1NP1/1P1B1PBP/R3R1K1 w - - 1 21,e1e6,WHITE,686,1377,1
3365,3r1k1r/1p6/1P3pp1/QPP1Pb2/3p1P1b/5P1P/4K2B/R5R1 w - - 1 42,e2d1,WHITE,380,1781,1
